source,condition,coverage,risk
RETOUCH-Cirrus,3,0.87,0.03360902085734296
RETOUCH-Cirrus,3,0.88,0.033227021040974525
RETOUCH-Cirrus,3,0.89,0.03613912855910269
RETOUCH-Cirrus,3,0.9,0.03573755234993019
RETOUCH-Cirrus,3,0.91,0.03604996289883754
RETOUCH-Cirrus,3,0.92,0.03813891416439185
RETOUCH-Cirrus,3,0.93,0.037728751404743584
RETOUCH-Cirrus,3,0.9400000000000001,0.03732745109421255
RETOUCH-Cirrus,3,0.9500000000000001,0.03693447293447296
RETOUCH-Cirrus,3,0.96,0.03654978130328418
RETOUCH-Cirrus,3,0.97,0.03918738397699563
RETOUCH-Cirrus,3,0.98,0.03926368159203977
RETOUCH-Cirrus,3,0.99,0.04306016651830128
RETOUCH-Cirrus,3,1.0,0.049707602339181256
RETOUCH-Cirrus,4,0.0,0.0
RETOUCH-Cirrus,4,0.01,0.0
RETOUCH-Cirrus,4,0.02,0.0
RETOUCH-Cirrus,4,0.03,0.0
RETOUCH-Cirrus,4,0.04,0.0
RETOUCH-Cirrus,4,0.05,0.0
RETOUCH-Cirrus,4,0.06,0.0
RETOUCH-Cirrus,4,0.07,0.0
RETOUCH-Cirrus,4,0.08,0.0
RETOUCH-Cirrus,4,0.09,0.0
RETOUCH-Cirrus,4,0.1,0.0
RETOUCH-Cirrus,4,0.11,0.0
RETOUCH-Cirrus,4,0.12,0.0
RETOUCH-Cirrus,4,0.13,0.0
RETOUCH-Cirrus,4,0.14,0.0
RETOUCH-Cirrus,4,0.15,0.0
RETOUCH-Cirrus,4,0.16,0.0
RETOUCH-Cirrus,4,0.17,0.0
RETOUCH-Cirrus,4,0.18,0.0
RETOUCH-Cirrus,4,0.19,0.0
RETOUCH-Cirrus,4,0.2,0.0
RETOUCH-Cirrus,4,0.21,0.0
RETOUCH-Cirrus,4,0.22,0.02658245614035083
RETOUCH-Cirrus,4,0.23,0.02542680947744241
RETOUCH-Cirrus,4,0.24,0.024366735233617414
RETOUCH-Cirrus,4,0.25,0.02339261285909716
RETOUCH-Cirrus,4,0.26,0.022492339121552653
RETOUCH-Cirrus,4,0.27,0.02165965404394575
RETOUCH-Cirrus,4,0.28,0.020885964912280716
RETOUCH-Cirrus,4,0.29,0.020165656565656585
RETOUCH-Cirrus,4,0.3,0.019493622691795175
RETOUCH-Cirrus,4,0.31,0.018864397813436778
RETOUCH-Cirrus,4,0.32,0.018275229357798167
RETOUCH-Cirrus,4,0.33,0.01772123893805313
RETOUCH-Cirrus,4,0.34,0.0172001178897731
RETOUCH-Cirrus,4,0.35000000000000003,0.016708683473389406
RETOUCH-Cirrus,4,0.36,0.016244426960398614
RETOUCH-Cirrus,4,0.37,0.015805524309461326
RETOUCH-Cirrus,4,0.38,0.015389385807990407
RETOUCH-Cirrus,4,0.39,0.014994950061721484
RETOUCH-Cirrus,4,0.4,0.014620008587376531
RETOUCH-Cirrus,4,0.41000000000000003,0.014263424518743632
RETOUCH-Cirrus,4,0.42,0.013923853923853882
RETOUCH-Cirrus,4,0.43,0.013599926457069327
RETOUCH-Cirrus,4,0.44,0.013290949227373033
RETOUCH-Cirrus,4,0.45,0.012995501230795346
RETOUCH-Cirrus,4,0.46,0.012713053293557994
RETOUCH-Cirrus,4,0.47000000000000003,0.029481366459627366
RETOUCH-Cirrus,4,0.48,0.049702882483370334
RETOUCH-Cirrus,4,0.49,0.0656408611348731
RETOUCH-Cirrus,4,0.5,0.06432748538011701
RETOUCH-Cirrus,4,0.51,0.06306666666666665
RETOUCH-Cirrus,4,0.52,0.06185361518440935
RETOUCH-Cirrus,4,0.53,0.06068666140489342
RETOUCH-Cirrus,4,0.54,0.05956286721504111
RETOUCH-Cirrus,4,0.55,0.05847968028819087
RETOUCH-Cirrus,4,0.56,0.057435645724258265
RETOUCH-Cirrus,4,0.5700000000000001,0.056427702881311145
RETOUCH-Cirrus,4,0.58,0.055455053042992766
RETOUCH-Cirrus,4,0.59,0.05837643465839115
RETOUCH-Cirrus,4,0.6,0.06822637935117211
RETOUCH-Cirrus,4,0.61,0.06710802355539199
RETOUCH-Cirrus,4,0.62,0.06602533439631497
RETOUCH-Cirrus,4,0.63,0.06497760551248923
RETOUCH-Cirrus,4,0.64,0.0639621297809057
RETOUCH-Cirrus,4,0.65,0.06297822486163293
RETOUCH-Cirrus,4,0.66,0.06202399213372663
RETOUCH-Cirrus,4,0.67,0.061098158344408605
RETOUCH-Cirrus,4,0.68,0.0601997928074589
RETOUCH-Cirrus,4,0.6900000000000001,0.05932708258204106
RETOUCH-Cirrus,4,0.7000000000000001,0.058479776847977706
RETOUCH-Cirrus,4,0.71,0.05765602149440531
RETOUCH-Cirrus,4,0.72,0.05782693130575024
RETOUCH-Cirrus,4,0.73,0.06809285140562245
RETOUCH-Cirrus,4,0.74,0.06717251252684318
RETOUCH-Cirrus,4,0.75,0.06627705496108949
RETOUCH-Cirrus,4,0.76,0.06540481140481139
RETOUCH-Cirrus,4,0.77,0.0645555363521143
RETOUCH-Cirrus,4,0.78,0.06372785897327592
RETOUCH-Cirrus,4,0.79,0.06292114254475882
RETOUCH-Cirrus,4,0.8,0.06213470228068767
RETOUCH-Cirrus,4,0.81,0.06136742591486376
RETOUCH-Cirrus,4,0.8200000000000001,0.06061921708185054
RETOUCH-Cirrus,4,0.8300000000000001,0.0598887672323695
RETOUCH-Cirrus,4,0.84,0.05917586140147113
RETOUCH-Cirrus,4,0.85,0.05847967768692974
RETOUCH-Cirrus,4,0.86,0.057799607978784695
RETOUCH-Cirrus,4,0.87,0.057135335457483075
RETOUCH-Cirrus,4,0.88,0.056485935769656735
RETOUCH-Cirrus,4,0.89,0.05585138050043142
RETOUCH-Cirrus,4,0.9,0.05523076272261944
RETOUCH-Cirrus,4,0.91,0.05462383543573255
RETOUCH-Cirrus,4,0.92,0.05403012839955516
RETOUCH-Cirrus,4,0.93,0.05344906449005341
RETOUCH-Cirrus,4,0.9400000000000001,0.05288055571680117
RETOUCH-Cirrus,4,0.9500000000000001,0.05232383665716996
RETOUCH-Cirrus,4,0.96,0.05177885684631925
RETOUCH-Cirrus,4,0.97,0.05124504058530192
RETOUCH-Cirrus,4,0.98,0.05072210376687987
RETOUCH-Cirrus,4,0.99,0.05020980607774349
RETOUCH-Cirrus,4,1.0,0.049707602339181256
RETOUCH-Cirrus,5,0.0,0.0
RETOUCH-Cirrus,5,0.01,0.0
RETOUCH-Cirrus,5,0.02,0.0
RETOUCH-Cirrus,5,0.03,0.0
RETOUCH-Cirrus,5,0.04,0.0
RETOUCH-Cirrus,5,0.05,0.0
RETOUCH-Cirrus,5,0.06,0.0
RETOUCH-Cirrus,5,0.07,0.0
RETOUCH-Cirrus,5,0.08,0.0
RETOUCH-Cirrus,5,0.09,0.0
RETOUCH-Cirrus,5,0.1,0.0
RETOUCH-Cirrus,5,0.11,0.0
RETOUCH-Cirrus,5,0.12,0.0
RETOUCH-Cirrus,5,0.13,0.0
RETOUCH-Cirrus,5,0.14,0.0
RETOUCH-Cirrus,5,0.15,0.0
RETOUCH-Cirrus,5,0.16,0.0
RETOUCH-Cirrus,5,0.17,0.0
RETOUCH-Cirrus,5,0.18,0.0
RETOUCH-Cirrus,5,0.19,0.0
RETOUCH-Cirrus,5,0.2,0.005797101449275454
RETOUCH-Cirrus,5,0.21,0.013924100156494479
RETOUCH-Cirrus,5,0.22,0.013291228070175428
RETOUCH-Cirrus,5,0.23,0.01271340473872115
RETOUCH-Cirrus,5,0.24,0.01218336761680871
RETOUCH-Cirrus,5,0.25,0.011696306429548553
RETOUCH-Cirrus,5,0.26,0.011246169560776327
RETOUCH-Cirrus,5,0.27,0.02165965404394575
RETOUCH-Cirrus,5,0.28,0.020885964912280716
RETOUCH-Cirrus,5,0.29,0.020165656565656585
RETOUCH-Cirrus,5,0.3,0.019493622691795175
RETOUCH-Cirrus,5,0.31,0.018864397813436778
RETOUCH-Cirrus,5,0.32,0.022275229357798174
RETOUCH-Cirrus,5,0.33,0.026581858407079682
RETOUCH-Cirrus,5,0.34,0.025800176834659592
RETOUCH-Cirrus,5,0.35000000000000003,0.025063025210084054
RETOUCH-Cirrus,5,0.36,0.024366640440597973
RETOUCH-Cirrus,5,0.37,0.023708286464191965
RETOUCH-Cirrus,5,0.38,0.03077877161598092
RETOUCH-Cirrus,5,0.39,0.029989900123442922
RETOUCH-Cirrus,5,0.4,0.029240017174753084
RETOUCH-Cirrus,5,0.41000000000000003,0.02852684903748735
RETOUCH-Cirrus,5,0.42,0.027847707847707875
RETOUCH-Cirrus,5,0.43,0.027199852914138654
RETOUCH-Cirrus,5,0.44,0.026581898454746122
RETOUCH-Cirrus,5,0.45,0.025991002461590706
RETOUCH-Cirrus,5,0.46,0.025426106587116023
RETOUCH-Cirrus,5,0.47000000000000003,0.0248850931677019
RETOUCH-Cirrus,5,0.48,0.024366592756836683
RETOUCH-Cirrus,5,0.49,0.02386940404904477
RETOUCH-Cirrus,5,0.5,0.023391812865497075
RETOUCH-Cirrus,5,0.51,0.02293333333333334
RETOUCH-Cirrus,5,0.52,0.022492223703421618
RETOUCH-Cirrus,5,0.53,0.02206787687450676
RETOUCH-Cirrus,5,0.54,0.021659224441833134
RETOUCH-Cirrus,5,0.55,0.021265338286614907
RETOUCH-Cirrus,5,0.56,0.020885689354275767
RETOUCH-Cirrus,5,0.5700000000000001,0.020519164684113172
RETOUCH-Cirrus,5,0.58,0.020165473833815548
RETOUCH-Cirrus,5,0.59,0.019823654007191785
RETOUCH-Cirrus,5,0.6,0.019493251243192056
RETOUCH-Cirrus,5,0.61,0.01917372101582629
RETOUCH-Cirrus,5,0.62,0.018864381256089996
RETOUCH-Cirrus,5,0.63,0.01856503014642551
RETOUCH-Cirrus,5,0.64,0.018274894223115914
RETOUCH-Cirrus,5,0.65,0.017993778531895165
RETOUCH-Cirrus,5,0.66,0.017721140609636206
RETOUCH-Cirrus,5,0.67,0.01745661666983106
RETOUCH-Cirrus,5,0.68,0.017199940802131147
RETOUCH-Cirrus,5,0.6900000000000001,0.016950595023440273
RETOUCH-Cirrus,5,0.7000000000000001,0.016708507670850813
RETOUCH-Cirrus,5,0.71,0.02396592184470969
RETOUCH-Cirrus,5,0.72,0.024366544880023717
RETOUCH-Cirrus,5,0.73,0.024032771084337354
RETOUCH-Cirrus,5,0.74,0.023707945597709352
RETOUCH-Cirrus,5,0.75,0.025337427042801564
RETOUCH-Cirrus,5,0.76,0.02693139293139294
RETOUCH-Cirrus,5,0.77,0.02658169143910588
RETOUCH-Cirrus,5,0.78,0.02624088310664297
RETOUCH-Cirrus,5,0.79,0.025908705753724184
RETOUCH-Cirrus,5,0.8,0.02558487740969495
RETOUCH-Cirrus,5,0.81,0.028878788665818216
RETOUCH-Cirrus,5,0.8200000000000001,0.028526690391459088
RETOUCH-Cirrus,5,0.8300000000000001,0.031211118299905534
RETOUCH-Cirrus,5,0.84,0.031328397212543525
RETOUCH-Cirrus,5,0.85,0.03095982936366867
RETOUCH-Cirrus,5,0.86,0.03059979245935665
RETOUCH-Cirrus,5,0.87,0.03360902085734296
RETOUCH-Cirrus,5,0.88,0.033227021040974525
RETOUCH-Cirrus,5,0.89,0.03285375323554793
RETOUCH-Cirrus,5,0.9,0.03573755234993019
RETOUCH-Cirrus,5,0.91,0.03604996289883754
RETOUCH-Cirrus,5,0.92,0.03813891416439185
RETOUCH-Cirrus,5,0.93,0.037728751404743584
RETOUCH-Cirrus,5,0.9400000000000001,0.03732745109421255
RETOUCH-Cirrus,5,0.9500000000000001,0.03693447293447296
RETOUCH-Cirrus,5,0.96,0.039595596411891185
RETOUCH-Cirrus,5,0.97,0.03918738397699563
RETOUCH-Cirrus,5,0.98,0.03926368159203977
RETOUCH-Cirrus,5,0.99,0.04430277006859714
RETOUCH-Cirrus,5,1.0,0.049707602339181256
RETOUCH-Cirrus,B2,0.0,0.0
RETOUCH-Cirrus,B2,0.01,0.0
RETOUCH-Cirrus,B2,0.02,0.0
RETOUCH-Cirrus,B2,0.03,0.0
RETOUCH-Cirrus,B2,0.04,0.0
RETOUCH-Cirrus,B2,0.05,0.0
RETOUCH-Cirrus,B2,0.06,0.0
RETOUCH-Cirrus,B2,0.07,0.0
RETOUCH-Cirrus,B2,0.08,0.0
RETOUCH-Cirrus,B2,0.09,0.0
RETOUCH-Cirrus,B2,0.1,0.0
RETOUCH-Cirrus,B2,0.11,0.0
RETOUCH-Cirrus,B2,0.12,0.0
RETOUCH-Cirrus,B2,0.13,0.0
RETOUCH-Cirrus,B2,0.14,0.0
RETOUCH-Cirrus,B2,0.15,0.0
RETOUCH-Cirrus,B2,0.16,0.0
RETOUCH-Cirrus,B2,0.17,0.0
RETOUCH-Cirrus,B2,0.18,0.0
RETOUCH-Cirrus,B2,0.19,0.0
RETOUCH-Cirrus,B2,0.2,0.0
RETOUCH-Cirrus,B2,0.21,0.0
RETOUCH-Cirrus,B2,0.22,0.0
RETOUCH-Cirrus,B2,0.23,0.0
RETOUCH-Cirrus,B2,0.24,0.0
RETOUCH-Cirrus,B2,0.25,0.0
RETOUCH-Cirrus,B2,0.26,0.02158324821246174
RETOUCH-Cirrus,B2,0.27,0.02165965404394575
RETOUCH-Cirrus,B2,0.28,0.020885964912280716
RETOUCH-Cirrus,B2,0.29,0.020165656565656585
RETOUCH-Cirrus,B2,0.3,0.019493622691795175
RETOUCH-Cirrus,B2,0.31,0.018864397813436778
RETOUCH-Cirrus,B2,0.32,0.03141284403669725
RETOUCH-Cirrus,B2,0.33,0.0443030973451327
RETOUCH-Cirrus,B2,0.34,0.04300029472443266
RETOUCH-Cirrus,B2,0.35000000000000003,0.041771708683473345
RETOUCH-Cirrus,B2,0.36,0.04061106740099659
RETOUCH-Cirrus,B2,0.37,0.039513810773653305
RETOUCH-Cirrus,B2,0.38,0.03847346451997612
RETOUCH-Cirrus,B2,0.39,0.044984850185164404
RETOUCH-Cirrus,B2,0.4,0.051170030055817994
RETOUCH-Cirrus,B2,0.41000000000000003,0.05148226950354624
RETOUCH-Cirrus,B2,0.42,0.05569541569541571
RETOUCH-Cirrus,B2,0.43,0.05439970582827721
RETOUCH-Cirrus,B2,0.44,0.0531637969094923
RETOUCH-Cirrus,B2,0.45,0.05198200492318141
RETOUCH-Cirrus,B2,0.46,0.050852213174232046
RETOUCH-Cirrus,B2,0.47000000000000003,0.04977018633540372
RETOUCH-Cirrus,B2,0.48,0.04873318551367335
RETOUCH-Cirrus,B2,0.49,0.051191189050470536
RETOUCH-Cirrus,B2,0.5,0.052631578947368474
RETOUCH-Cirrus,B2,0.51,0.05159999999999997
RETOUCH-Cirrus,B2,0.52,0.05060750333269854
RETOUCH-Cirrus,B2,0.53,0.049652722967640096
RETOUCH-Cirrus,B2,0.54,0.04873325499412452
RETOUCH-Cirrus,B2,0.55,0.047847011144883475
RETOUCH-Cirrus,B2,0.56,0.04699280104712041
RETOUCH-Cirrus,B2,0.5700000000000001,0.0461681205392545
RETOUCH-Cirrus,B2,0.58,0.04537231612608494
RETOUCH-Cirrus,B2,0.59,0.044603221516181506
RETOUCH-Cirrus,B2,0.6,0.04385981529718213
RETOUCH-Cirrus,B2,0.61,0.043140872285609116
RETOUCH-Cirrus,B2,0.62,0.04244485782620254
RETOUCH-Cirrus,B2,0.63,0.04177131782945734
RETOUCH-Cirrus,B2,0.64,0.04111851200201085
RETOUCH-Cirrus,B2,0.65,0.04048600169676405
RETOUCH-Cirrus,B2,0.66,0.03987256637168139
RETOUCH-Cirrus,B2,0.67,0.03927738750711979
RETOUCH-Cirrus,B2,0.68,0.03869986680479505
RETOUCH-Cirrus,B2,0.6900000000000001,0.03813883880274072
RETOUCH-Cirrus,B2,0.7000000000000001,0.03759414225941424
RETOUCH-Cirrus,B2,0.71,0.03706458524640347
RETOUCH-Cirrus,B2,0.72,0.03654981732003558
RETOUCH-Cirrus,B2,0.73,0.03604915662650605
RETOUCH-Cirrus,B2,0.74,0.035561918396564085
RETOUCH-Cirrus,B2,0.75,0.03508785262645914
RETOUCH-Cirrus,B2,0.76,0.03462607662607661
RETOUCH-Cirrus,B2,0.77,0.03417646042170753
RETOUCH-Cirrus,B2,0.78,0.03373827827996957
RETOUCH-Cirrus,B2,0.79,0.03331119311193111
RETOUCH-Cirrus,B2,0.8,0.03289484238389349
RETOUCH-Cirrus,B2,0.81,0.03248863724904555
RETOUCH-Cirrus,B2,0.8200000000000001,0.032092526690391456
RETOUCH-Cirrus,B2,0.8300000000000001,0.03170581794654851
RETOUCH-Cirrus,B2,0.84,0.031328397212543525
RETOUCH-Cirrus,B2,0.85,0.03439981040407629
RETOUCH-Cirrus,B2,0.86,0.033999769399285173
RETOUCH-Cirrus,B2,0.87,0.035421101394255715
RETOUCH-Cirrus,B2,0.88,0.036549723145071995
RETOUCH-Cirrus,B2,0.89,0.039424503882657454
RETOUCH-Cirrus,B2,0.9,0.03898642074537841
RETOUCH-Cirrus,B2,0.91,0.03855800148404645
RETOUCH-Cirrus,B2,0.92,0.03813891416439185
RETOUCH-Cirrus,B2,0.93,0.037728751404743584
RETOUCH-Cirrus,B2,0.9400000000000001,0.03732745109421255
RETOUCH-Cirrus,B2,0.9500000000000001,0.0430902184235518
RETOUCH-Cirrus,B2,0.96,0.04568722662910524
RETOUCH-Cirrus,B2,0.97,0.045216212281148756
RETOUCH-Cirrus,B2,0.98,0.04475479744136461
RETOUCH-Cirrus,B2,0.99,0.04896720252744763
RETOUCH-Cirrus,B2,1.0,0.049707602339181256
OCT5k,2,0.0,0.0
OCT5k,2,0.01,0.07516483516483512
OCT5k,2,0.02,0.07509971509971508
OCT5k,2,0.03,0.0500512820512821
OCT5k,2,0.04,0.037540181691125094
OCT5k,2,0.05,0.04504748982360922
OCT5k,2,0.06,0.05005063291139245
OCT5k,2,0.07,0.042900938000457516
OCT5k,2,0.08,0.05630752953623699
OCT5k,2,0.09,0.06673389355742296
OCT5k,2,0.1,0.060060599259342366
OCT5k,2,0.11,0.054600689590904826
OCT5k,2,0.12,0.05005031446540884
OCT5k,2,0.13,0.046200252474918595
OCT5k,2,0.14,0.042900350756138184
OCT5k,2,0.15,0.040040201005025144
OCT5k,2,0.16,0.04222982756351196
OCT5k,2,0.17,0.048578223071225286
OCT5k,2,0.18,0.05005020920502096
OCT5k,2,0.19,0.047415891195418704
OCT5k,2,0.2,0.05255273013995667
OCT5k,2,0.21,0.05720020481310805
OCT5k,2,0.22,0.05801258387313968
OCT5k,2,0.23,0.05549040897575102
OCT5k,2,0.24,0.056306426332288405
OCT5k,2,0.25,0.05405405405405406
OCT5k,2,0.26,0.057750162416085
OCT5k,2,0.27,0.05839182915506036
OCT5k,2,0.28,0.05898757531205861
OCT5k,2,0.29,0.0569535820915505
OCT5k,2,0.3,0.05505513784461156
OCT5k,2,0.31,0.05327910858271233
OCT5k,2,0.32,0.05161416586953411
OCT5k,2,0.33,0.05587285152205428
OCT5k,2,0.34,0.05520228955439641
OCT5k,2,0.35000000000000003,0.06006010421740448
OCT5k,2,0.36,0.060477209464161436
OCT5k,2,0.37,0.0608717162222332
OCT5k,2,0.38,0.06519680987908409
OCT5k,2,0.39,0.06444819919964434
OCT5k,2,0.4,0.06756760569340803
OCT5k,2,0.41000000000000003,0.06958180150136271
OCT5k,2,0.42,0.07150012777919755
OCT5k,2,0.43,0.07332918390510011
OCT5k,2,0.44,0.08203638562482916
OCT5k,2,0.45,0.08508514190317193
OCT5k,2,0.46,0.08649958950409965
OCT5k,2,0.47000000000000003,0.089514957885565
OCT5k,2,0.48,0.09071576682316115
OCT5k,2,0.49,0.09346085551348662
OCT5k,2,0.5,0.09609609609609615
OCT5k,2,0.51,0.09715602529671662
OCT5k,2,0.52,0.09673139320538167
OCT5k,2,0.53,0.09773925622325356
OCT5k,2,0.54,0.09870985937258539
OCT5k,2,0.55,0.10101014619163706
OCT5k,2,0.56,0.10188761538046309
OCT5k,2,0.5700000000000001,0.10405145274252828
OCT5k,2,0.58,0.10355187044621257
OCT5k,2,0.59,0.10546124049853321
OCT5k,2,0.6,0.10785763454317886
OCT5k,2,0.61,0.11199728549009627
OCT5k,2,0.62,0.11484047252182847
OCT5k,2,0.63,0.11797514047335265
OCT5k,2,0.64,0.12255975870856244
OCT5k,2,0.65,0.12474015138367887
OCT5k,2,0.66,0.12526150584341714
OCT5k,2,0.67,0.1266191956372182
OCT5k,2,0.68,0.12806927420633468
OCT5k,2,0.6900000000000001,0.13165340398353592
OCT5k,2,0.7000000000000001,0.13191766832728422
OCT5k,2,0.71,0.13505034844569722
OCT5k,2,0.72,0.13763764337851936
OCT5k,2,0.73,0.13883750142742948
OCT5k,2,0.74,0.1389903728338876
OCT5k,2,0.75,0.14214214214214216
OCT5k,2,0.76,0.14619886144157573
OCT5k,2,0.77,0.14882396234488665
OCT5k,2,0.78,0.1511126564931079
OCT5k,2,0.79,0.15490176537071337
OCT5k,2,0.8,0.1600974200424561
OCT5k,2,0.81,0.1631260993739479
OCT5k,2,0.8200000000000001,0.16754561997928874
OCT5k,2,0.8300000000000001,0.1673360444469901
OCT5k,2,0.84,0.16970534962055633
OCT5k,2,0.85,0.1722310760699728
OCT5k,2,0.86,0.17372026490469986
OCT5k,2,0.87,0.1743122607333759
OCT5k,2,0.88,0.1792928490583056
OCT5k,2,0.89,0.18220470894614382
OCT5k,2,0.9,0.18351687062535418
OCT5k,2,0.91,0.18232519542143827
OCT5k,2,0.92,0.18523961780470752
OCT5k,2,0.93,0.18728408052249126
OCT5k,2,0.9400000000000001,0.18934888535884487
OCT5k,2,0.9500000000000001,0.19472091614683834
OCT5k,2,0.96,0.198417068303313
OCT5k,2,0.97,0.20203707029276477
OCT5k,2,0.98,0.20711517135765956
OCT5k,2,0.99,0.21436578269507983
OCT5k,2,1.0,0.21996996996996998
OCT5k,3,0.0,0.0
OCT5k,3,0.01,0.0
OCT5k,3,0.02,0.037549857549857575
OCT5k,3,0.03,0.02502564102564105
OCT5k,3,0.04,0.018770090845562533
OCT5k,3,0.05,0.030031659882406123
OCT5k,3,0.06,0.025025316455696226
OCT5k,3,0.07,0.02145046900022877
OCT5k,3,0.08,0.028153764768118494
OCT5k,3,0.09,0.03336694677871148
OCT5k,3,0.1,0.030030299629671183
OCT5k,3,0.11,0.02730034479545244
OCT5k,3,0.12,0.02502515723270442
OCT5k,3,0.13,0.023100126237459287
OCT5k,3,0.14,0.02681271922258638
OCT5k,3,0.15,0.030030150753768872
OCT5k,3,0.16,0.028153218375674575
OCT5k,3,0.17,0.02649721258430472
OCT5k,3,0.18,0.029195955369595548
OCT5k,3,0.19,0.03161059413027921
OCT5k,3,0.2,0.03003013150854663
OCT5k,3,0.21,0.035750128008192515
OCT5k,3,0.22,0.0375375542708551
OCT5k,3,0.23,0.039169700453471276
OCT5k,3,0.24,0.03753761755485891
OCT5k,3,0.25,0.03903903903903905
OCT5k,3,0.26,0.04042511369125955
OCT5k,3,0.27,0.03892788610337354
OCT5k,3,0.28,0.045473781313961355
OCT5k,3,0.29,0.04659838534763228
OCT5k,3,0.3,0.04504511278195491
OCT5k,3,0.31,0.0435919979313101
OCT5k,3,0.32,0.042229772075073446
OCT5k,3,0.33,0.04095009318699521
OCT5k,3,0.34,0.046369923225693034
OCT5k,3,0.35000000000000003,0.045045078163053386
OCT5k,3,0.36,0.04796468336812805
OCT5k,3,0.37,0.05072643018519431
OCT5k,3,0.38,0.05136718354109662
OCT5k,3,0.39,0.050050096339113705
OCT5k,3,0.4,0.05255258220598404
OCT5k,3,0.41000000000000003,0.05310190114577685
OCT5k,3,0.42,0.05362509583439819
OCT5k,3,0.43,0.05370434103418399
OCT5k,3,0.44,0.05801257042519665
OCT5k,3,0.45,0.058391764051196435
OCT5k,3,0.46,0.05712237042723564
OCT5k,3,0.47000000000000003,0.062360140840046686
OCT5k,3,0.48,0.06256259780907669
OCT5k,3,0.49,0.06741438758349855
OCT5k,3,0.5,0.06756756756756754
OCT5k,3,0.51,0.07065892748852115
OCT5k,3,0.52,0.06930010259490026
OCT5k,3,0.53,0.06940903702810755
OCT5k,3,0.54,0.07090426518312469
OCT5k,3,0.55,0.07507510865594647
OCT5k,3,0.56,0.07641571153534739
OCT5k,3,0.5700000000000001,0.07770931280771098
OCT5k,3,0.58,0.08486034493159675
OCT5k,3,0.59,0.09034459733229602
OCT5k,3,0.6,0.09259261576971213
OCT5k,3,0.61,0.09107471567326512
OCT5k,3,0.62,0.09304447868515668
OCT5k,3,0.63,0.09890845110392193
OCT5k,3,0.64,0.0990987896900748
OCT5k,3,0.65,0.10395012615306568
OCT5k,3,0.66,0.10578762022959977
OCT5k,3,0.67,0.1080630112634894
OCT5k,3,0.68,0.11040454672959889
OCT5k,3,0.6900000000000001,0.11424468940720066
OCT5k,3,0.7000000000000001,0.12012015327362467
OCT5k,3,0.71,0.11948570981129122
OCT5k,3,0.72,0.12303971150503994
OCT5k,3,0.73,0.12480952803894443
OCT5k,3,0.74,0.12681603360756172
OCT5k,3,0.75,0.1291291291291291
OCT5k,3,0.76,0.13236923941331857
OCT5k,3,0.77,0.134198944515761
OCT5k,3,0.78,0.1366366058960651
OCT5k,3,0.79,0.14281354377678848
OCT5k,3,0.8,0.1473348659813792
OCT5k,3,0.81,0.15385757100042813
OCT5k,3,0.8200000000000001,0.15677860108784178
OCT5k,3,0.8300000000000001,0.15789266281001205
OCT5k,3,0.84,0.16076783992863547
OCT5k,3,0.85,0.16428194948212785
OCT5k,3,0.86,0.16586356950699988
OCT5k,3,0.87,0.1689964995730642
OCT5k,3,0.88,0.17147831324249543
OCT5k,3,0.89,0.17461284607338787
OCT5k,3,0.9,0.1791790877484159
OCT5k,3,0.91,0.18397519718995806
OCT5k,3,0.92,0.18768771848054067
OCT5k,3,0.93,0.18889859845803
OCT5k,3,0.9400000000000001,0.19493958270119766
OCT5k,3,0.9500000000000001,0.19835628071358544
OCT5k,3,0.96,0.20076316468876673
OCT5k,3,0.97,0.20510201394026903
OCT5k,3,0.98,0.20711517135765956
OCT5k,3,0.99,0.212333572244573
OCT5k,3,1.0,0.21996996996996998
OCT5k,4,0.0,0.0
OCT5k,4,0.01,0.0
OCT5k,4,0.02,0.0
OCT5k,4,0.03,0.12512820512820513
OCT5k,4,0.04,0.16893081761006284
OCT5k,4,0.05,0.15015829941203074
OCT5k,4,0.06,0.12512658227848103
OCT5k,4,0.07,0.10725234500114392
OCT5k,4,0.08,0.09384588256039499
OCT5k,4,0.09,0.08341736694677875
OCT5k,4,0.1,0.07507574907417797
OCT5k,4,0.11,0.06825086198863108
OCT5k,4,0.12,0.07507547169811317
OCT5k,4,0.13,0.06930037871237789
OCT5k,4,0.14,0.06435052613420739
OCT5k,4,0.15,0.060060301507537744
OCT5k,4,0.16,0.05686718441490065
OCT5k,4,0.17,0.05741062726599351
OCT5k,4,0.18,0.054221059972106016
OCT5k,4,0.19,0.05136721546170368
OCT5k,4,0.2,0.048798963701388316
OCT5k,4,0.21,0.05005017921146958
OCT5k,4,0.22,0.047775069071997446
OCT5k,4,0.23,0.04569798386238315
OCT5k,4,0.24,0.0437938871473354
OCT5k,4,0.25,0.04504504504504503
OCT5k,4,0.26,0.055784844497009954
OCT5k,4,0.27,0.06673351903435468
OCT5k,4,0.28,0.06435008215860939
OCT5k,4,0.29,0.06471997964948924
OCT5k,4,0.3,0.06256265664160403
OCT5k,4,0.31,0.06054444157126398
OCT5k,4,0.32,0.05865246121537967
OCT5k,4,0.33,0.056875129426382266
OCT5k,4,0.34,0.06182656430092401
OCT5k,4,0.35000000000000003,0.062205107939454676
OCT5k,4,0.36,0.06256263048016704
OCT5k,4,0.37,0.0608717162222332
OCT5k,4,0.38,0.06914813168993775
OCT5k,4,0.39,0.06737512968726837
OCT5k,4,0.4,0.06569072775747997
